id,name,position,team_id,team_name,games,games_sub,games_started,mins_played,goals,own_goals,headed_goals,kicked_goals,game_winning_goals,pk_goals,assists,game_winning_assist,shots,shots_on_goal,crosses,passes,touches,interceptions,blocks,tackles,clears,goal_mouth_blocks,fouls_committed,fouls_suffered,yellow_cards,red_cards,Tm,Tm_id,uniform_name,height,weight,dob,nationality
569330,Ignacio Fernandez,M,7250,River Plate,21,6,15,1240,1,0,0,1,1,0,0,0,28,6,37,672,2230,17,23,18,30,0,15,45,2,1,River Plate,7250,26,182.0,67.0,1990-01-12,Argentina
491754,Jose Luis Fernandez,M,7243,Rosario Central,15,3,12,1117,1,0,0,1,0,0,1,0,6,2,31,285,1129,35,30,28,101,0,12,16,0,0,Rosario Central,7243,11,169.0,67.0,1987-01-26,Argentina
649034,Leandro Fernandez,F,7249,Independiente,23,3,20,1697,6,0,0,6,3,1,3,0,75,26,99,342,1953,6,27,33,56,0,32,31,6,0,Independiente,7249,11,178.0,70.0,1991-03-12,Argentina
853890,Nicolas Fernandez,F,24786,Defensa y Justicia,18,3,15,1186,8,0,2,6,1,0,2,0,57,23,29,233,1310,19,13,22,29,1,20,17,1,0,Defensa y Justicia,24786,29,165.0,66.0,1996-02-08,Argentina
370833,Paulo Ferrari,D,7243,Rosario Central,24,0,24,2160,0,1,0,0,0,0,1,0,1,1,58,832,2294,62,28,41,182,0,22,15,5,0,Rosario Central,7243,4,170.0,69.0,1982-01-04,Argentina
1085828,Cristian Ferreira,M,7250,River Plate,2,2,0,50,0,0,0,0,0,0,0,0,1,0,4,28,95,0,1,1,1,0,1,1,1,0,River Plate,7250,16,174.0,67.0,1999-09-12,Argentina
884490,Rodi Ferreira,D,27983,Temperley,1,0,1,90,0,0,0,0,0,0,0,0,0,0,4,36,120,6,0,1,7,0,1,0,0,0,,7250,7,179.0,69.0,1998-05-29,Paraguay
1083215,Leonel Ferroni,D,7239,Newell's Old Boys,11,0,11,955,0,0,0,0,0,0,1,0,3,1,16,389,1091,27,28,33,99,1,15,6,2,1,Newell's Old Boys,7239,20,170.0,,1996-01-29,Argentina
826164,Hector Fertoli,F,7239,Newell's Old Boys,25,5,20,1727,3,0,0,3,1,0,3,1,36,6,78,511,2597,23,34,28,40,0,31,28,2,0,Newell's Old Boys,7239,26,174.0,63.0,1994-12-03,Argentina
824437,Jorge Figal,D,7249,Independiente,14,1,13,1120,0,0,0,0,0,0,0,0,5,0,5,558,1767,30,25,35,145,0,25,10,4,1,Independiente,7249,4,180.0,64.0,1994-04-03,Argentina
546309,Marcos Figueroa,F,27983,Temperley,14,5,9,779,0,0,0,0,0,0,0,0,24,8,50,181,948,4,11,8,10,0,6,19,1,0,San Martin de Tucuman,9936,19,174.0,70.0,1990-01-18,Argentina
606612,Tobias Figueroa,F,7255,Belgrano,10,4,6,599,0,0,0,0,0,0,0,0,13,4,3,99,448,3,1,9,16,0,18,11,1,0,,9936,,191.0,91.0,1992-02-02,Argentina
346934,Victor Figueroa,M,7239,Newell's Old Boys,22,5,17,1556,1,0,0,1,0,0,3,2,25,5,94,698,2808,22,17,36,43,0,17,18,2,0,Newell's Old Boys,7239,16,168.0,63.0,1983-09-29,Argentina
605725,Matias Fissore,M,8210,San Martin de San Juan,4,1,3,271,0,0,0,0,0,0,1,1,0,0,2,115,291,6,1,3,4,0,6,1,0,0,San Martin de San Juan,8210,8,165.0,63.0,1990-09-21,Argentina
854866,Agustin Fontana,F,7247,Banfield,3,2,1,88,0,0,0,0,0,0,0,0,1,0,0,18,83,2,0,2,4,0,1,0,0,0,Banfield,7247,17,176.0,72.0,1996-06-11,Argentina
546601,Fabricio Fontanini,D,7239,Newell's Old Boys,13,0,13,1170,0,0,0,0,0,0,1,1,7,3,0,476,1304,22,27,21,158,0,9,6,2,0,Newell's Old Boys,7239,24,180.0,76.0,1990-03-30,Argentina
619504,Franco Fragapane,F,24114,Union Santa Fe,25,2,23,1940,3,0,0,3,0,0,2,0,21,12,50,644,2536,29,20,29,34,0,15,36,2,0,Union Santa Fe,24114,7,167.0,66.0,1993-02-06,Argentina
973062,Alan Franco,D,7249,Independiente,20,1,19,1708,0,0,0,0,0,0,0,0,9,4,6,880,2510,53,47,50,223,0,19,8,4,0,Independiente,7249,2,180.0,77.0,1996-10-11,Argentina
1073553,Juan Cruz Franzoni,M,24791,Patronato,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,Patronato,24791,9,,,1990-10-17,
375294,Hernan Fredes,M,24786,Defensa y Justicia,7,7,0,152,0,0,0,0,0,0,0,0,2,1,11,132,371,3,3,11,13,0,3,1,0,0,,24791,10,172.0,70.0,1987-03-27,Argentina
605879,Gonzalo Freitas,M,19944,Atletico Tucuman,16,3,13,1142,1,0,1,0,0,0,0,0,12,1,8,378,1167,22,36,54,118,0,27,22,5,0,Atletico Tucuman,19944,5,186.0,,1991-10-02,Uruguay
373695,Matias Fritzler,M,7240,Colon,24,0,24,2115,1,0,1,0,0,0,2,1,13,5,16,787,2260,74,57,73,196,0,37,24,10,1,Colon,7240,5,179.0,73.0,1986-08-23,Argentina
374090,Fernando Gago,M,7251,Boca Juniors,6,0,6,519,0,0,0,0,0,0,0,0,6,0,6,368,1023,18,12,13,20,0,5,16,0,0,Boca Juniors,7251,5,178.0,70.0,1986-04-10,Argentina
537828,Fernando Gaibor,M,7249,Independiente,10,7,3,421,0,0,0,0,0,0,2,0,4,1,26,194,672,5,5,5,12,0,8,5,2,0,Independiente,7249,10,179.0,75.0,1991-10-08,Ecuador
514626,Leonel Galeano,D,7254,Godoy Cruz,8,0,8,635,1,0,1,0,0,0,0,0,2,1,2,200,666,10,19,8,96,0,4,3,0,0,Aldosivi,24783,6,184.0,84.0,1991-08-02,Argentina
1085795,Nahuel Gallardo,D,7250,River Plate,1,0,1,90,0,0,0,0,0,0,0,0,0,0,3,35,104,3,1,7,12,0,2,1,1,0,River Plate,7250,21,179.0,73.0,1998-05-09,Argentina
1074082,Matias Gallego,F,24114,Union Santa Fe,5,4,1,121,1,0,0,1,0,0,0,0,3,2,2,22,116,1,2,0,1,0,4,1,0,0,Union Santa Fe,24114,26,,,1997-05-15,
398946,Martin Galmarini,M,8211,Tigre,3,0,3,253,0,0,0,0,0,0,0,0,3,0,17,86,270,8,4,3,10,0,3,2,1,0,Tigre,8211,8,180.0,78.0,1982-02-28,Argentina
1073580,Braian Galvan,M,7240,Colon,1,0,1,45,0,0,0,0,0,0,0,0,0,0,0,16,70,0,0,1,1,0,0,0,0,0,Colon,7240,29,,,0,
692765,Jonathan Galvan,M,7240,Colon,4,1,3,285,0,0,0,0,0,0,0,0,3,1,2,126,407,13,6,5,34,0,3,1,1,0,Colon,7240,8,175.0,68.0,1992-06-25,Argentina
819939,Lucas Gamba,F,24114,Union Santa Fe,24,1,23,1920,7,0,1,6,2,3,8,4,48,17,111,467,1948,6,22,14,19,0,29,26,1,0,Huracan,7363,21,165.0,65.0,1987-06-24,Argentina
373543,Javier Gandolfi,D,26569,Talleres,20,0,20,1763,0,0,0,0,0,0,0,0,11,2,1,861,2376,30,26,26,229,0,16,25,5,0,Talleres,26569,3,176.0,78.0,1980-12-05,Argentina
546287,Orlando Gaona Lugo,M,7364,Olimpo,4,3,1,148,0,0,0,0,0,0,0,0,1,1,12,29,198,3,3,2,3,0,3,4,0,0,,26569,32,177.0,75.0,1990-07-25,Paraguay
842576,Epifanio Garcia,F,7255,Belgrano,15,10,5,531,4,0,0,4,1,0,1,1,12,5,7,63,343,6,9,5,11,0,8,8,1,0,Belgrano,7255,11,180.0,70.0,1991-07-02,Paraguay
909153,Matias Garcia,M,7248,Arsenal,3,2,1,86,0,0,0,0,0,0,0,0,0,0,0,24,79,0,3,7,12,0,3,1,1,0,Union Santa Fe,24114,16,179.0,75.0,1995-11-11,
617383,Rafael Garcia,D,19944,Atletico Tucuman,22,1,21,1895,0,1,0,0,0,0,0,0,1,0,8,539,1932,40,42,51,308,0,21,30,4,0,Atletico Tucuman,19944,2,183.0,84.0,1989-01-06,Uruguay
442432,Santiago Garcia,F,7254,Godoy Cruz,26,0,26,2292,17,0,5,12,7,2,4,1,48,25,18,244,1373,7,7,5,18,0,37,40,5,0,Godoy Cruz,7254,18,181.0,80.0,1990-09-14,Uruguay
582795,Rolando Garcia Guerreno,D,7238,Lanus,17,1,16,1322,0,0,0,0,0,0,0,0,5,2,2,744,2254,23,11,14,142,0,14,8,1,1,Lanus,7238,23,183.0,76.0,1990-02-10,Paraguay
408269,Ezequiel Garre,D,,,3,0,3,260,0,0,0,0,0,0,0,0,0,0,6,95,251,9,5,10,29,0,4,0,0,0,Tigre,8211,26,170.0,74.0,1981-11-10,Argentina
699966,Matias Garrido,M,24791,Patronato,14,7,7,791,3,0,1,2,1,0,1,0,22,8,32,247,1078,10,10,15,26,0,20,22,2,0,Patronato,24791,10,170.0,67.0,1986-02-02,Argentina
586906,Juan Fernando Garro,F,7254,Godoy Cruz,19,3,16,1249,5,0,1,4,1,1,4,1,22,7,32,147,966,11,18,11,23,0,14,14,2,0,Huracan,7363,24,179.0,71.0,1992-11-24,Argentina
373600,Marcos Gelabert,M,8210,San Martin de San Juan,21,5,16,1385,1,0,1,0,0,0,1,0,10,4,15,688,2088,27,24,49,95,0,24,29,4,1,San Martin de San Juan,8210,5,176.0,72.0,1981-09-16,Argentina
707547,Lautaro Geminiani,D,24791,Patronato,5,0,5,419,0,0,0,0,0,0,0,0,3,1,12,163,502,16,7,7,30,0,10,2,0,1,Patronato,24791,4,178.0,74.0,1991-03-02,Argentina
1079099,Esteban Giambuzzi,D,8211,Tigre,3,3,0,37,0,0,0,0,0,0,0,0,3,0,0,9,45,2,0,0,5,0,0,0,0,0,Tigre,8211,,182.0,78.0,1989-05-30,Argentina
654486,Lautaro Giannetti,D,7244,Velez Sarsfield,5,0,5,369,0,0,0,0,0,0,0,0,1,0,0,111,325,13,5,16,52,0,6,2,1,0,Velez Sarsfield,7244,17,184.0,79.0,1993-11-13,Argentina
408298,Emmanuel Gigliotti,F,7249,Independiente,22,10,12,1301,5,0,1,4,1,0,1,0,41,21,6,210,899,3,9,10,32,0,10,16,1,0,Independiente,7249,9,183.0,78.0,1987-05-20,Argentina
694964,Leonardo Gil,M,7243,Rosario Central,22,2,20,1759,0,0,0,0,0,0,7,2,11,0,148,966,2932,59,35,56,103,0,16,52,5,0,Rosario Central,7243,5,171.0,69.0,1991-05-31,Argentina
651284,Gaston Gil Romero,M,24791,Patronato,12,0,12,958,0,0,0,0,0,0,0,0,6,2,4,338,1105,25,26,56,75,0,23,14,4,0,Belgrano,7255,8,177.0,78.0,1993-05-06,Argentina
692828,Gaston Gimenez,M,,,20,3,17,1587,0,0,0,0,0,0,2,1,27,6,90,631,2188,32,22,52,102,0,29,17,6,0,Velez Sarsfield,7244,30,188.0,88.0,1991-07-27,Argentina
867549,Nicolas Gimenez,M,26569,Talleres,14,11,3,361,1,0,0,1,1,0,0,0,13,2,37,257,896,10,11,11,12,0,3,5,0,0,San Martin de Tucuman,9936,31,179.0,77.0,1996-09-16,Argentina
916014,Nicolas Gimenez,D,7243,Rosario Central,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,3,12,0,2,1,1,0,0,0,0,0,Rosario Central,7243,33,185.0,,1997-04-17,Argentina
586887,Dylan Gissi,D,24786,Defensa y Justicia,17,1,16,1497,0,1,0,0,0,0,1,1,6,1,2,531,1585,20,23,20,165,1,16,15,4,0,San Martin de Tucuman,9936,,191.0,86.0,1991-04-27,Switzerland
655097,Erik Godoy,D,7255,Belgrano,25,0,25,2250,1,0,0,1,0,0,0,0,9,6,5,860,2898,47,44,35,250,0,17,12,4,0,Colon,7240,27,185.0,79.0,1993-08-16,Argentina
503916,Fernando Godoy,M,26569,Talleres,22,5,17,1499,0,0,0,0,0,0,0,0,15,3,24,674,1924,38,40,41,75,0,21,3,4,1,Aldosivi,24783,15,174.0,71.0,1990-05-01,Argentina
869595,Leonardo Godoy,D,26569,Talleres,23,0,23,2032,0,0,0,0,0,0,3,2,14,7,68,672,2183,36,46,42,163,0,35,35,9,0,Talleres,26569,25,173.0,66.0,1995-04-28,Argentina
1072946,Jonathan Goitia,D,8210,San Martin de San Juan,6,3,3,346,0,0,0,0,0,0,0,0,12,1,11,107,414,7,10,13,31,0,7,7,3,1,San Martin de San Juan,8210,19,,,1994-02-08,
398967,Paolo Goltz,D,7251,Boca Juniors,19,0,19,1580,0,0,0,0,0,0,0,0,5,1,2,795,1972,39,21,30,166,0,9,7,1,1,Boca Juniors,7251,2,184.0,80.0,1985-05-12,Argentina
803092,Elias Gomez,D,7243,Rosario Central,4,0,4,334,0,0,0,0,0,0,0,0,1,1,17,131,485,15,4,2,15,0,4,4,1,0,Rosario Central,7243,3,176.0,72.0,1994-06-09,Argentina
949879,Ivan Gomez,M,7237,Estudiantes de La Plata,17,1,16,1266,1,1,1,0,0,0,0,0,13,3,4,512,1532,20,26,44,76,0,22,10,5,0,Estudiantes de La Plata,7237,4,165.0,63.0,1997-02-28,Argentina
739260,Jose Luis Gomez,D,7238,Lanus,3,0,3,235,0,0,0,0,0,0,0,0,0,0,3,136,355,5,9,9,14,0,2,2,0,0,Lanus,7238,4,173.0,63.0,1993-09-13,Argentina
909499,Luciano Gomez,M,7247,Banfield,9,6,3,252,0,0,0,0,0,0,0,0,3,0,18,71,376,6,9,6,11,0,9,4,0,0,Banfield,7247,24,163.0,66.0,1996-03-22,Argentina
1083243,Mariano Gomez,D,24114,Union Santa Fe,2,1,1,109,0,0,0,0,0,0,0,0,1,0,0,20,57,1,2,1,12,0,2,0,0,0,Union Santa Fe,24114,13,,,0,
1113222,Matias Gomez,M,7241,Gimnasia LP,4,1,3,243,0,0,0,0,0,0,0,0,3,0,23,37,187,7,3,3,4,0,4,7,0,0,Gimnasia LP,7241,33,,,0,
1092297,Nahuel Gomez,D,7243,Rosario Central,2,0,2,180,0,0,0,0,0,0,0,0,0,0,4,66,186,4,10,9,24,0,1,1,0,0,Rosario Central,7243,21,,,1996-08-23,
658730,Rodrigo Gomez,M,24114,Union Santa Fe,13,11,2,382,0,0,0,0,0,0,0,0,12,4,42,152,866,3,6,4,6,0,7,24,3,0,Union Santa Fe,24114,10,166.0,64.0,1993-01-02,Argentina
852262,Yeimar Gomez,D,24114,Union Santa Fe,25,0,25,2202,1,0,0,1,0,0,0,0,15,2,0,516,1747,84,47,55,371,0,30,16,8,1,Union Santa Fe,24114,28,187.0,88.0,1992-06-30,Colombia
970636,Gonzalo Goni,D,7251,Boca Juniors,1,0,1,90,0,0,0,0,0,0,0,0,0,0,0,8,36,1,2,0,14,0,1,0,0,0,Boca Juniors,7251,36,185.0,79.0,1998-08-16,
864420,Angel Gonzalez,M,7254,Godoy Cruz,25,7,18,1587,4,0,0,4,1,0,2,1,25,13,39,265,1586,25,21,27,39,0,27,22,2,0,Godoy Cruz,7254,8,169.0,70.0,1994-05-16,Argentina
695603,Daniel Gonzalez,M,24786,Defensa y Justicia,1,0,1,90,0,0,0,0,0,0,0,0,0,0,5,37,143,0,2,0,4,0,1,0,0,0,,7254,24,175.0,70.0,1991-01-26,Argentina
884245,Darwin Gonzalez,M,24791,Patronato,3,3,0,92,0,0,0,0,0,0,0,0,3,0,4,18,106,1,2,0,0,0,0,0,0,0,Patronato,24791,20,178.0,68.0,1991-05-20,Venezuela
400371,Diego Gonzalez,M,7242,Racing Club,18,2,16,1371,1,0,1,0,0,0,2,0,18,4,18,698,2225,24,28,27,56,0,23,18,5,0,Racing Club,7242,8,172.0,73.0,1988-02-09,Argentina
512391,Federico Gonzalez,F,8211,Tigre,11,3,8,726,2,0,0,2,0,0,1,1,30,13,20,168,756,4,8,9,16,0,17,6,2,0,Tigre,8211,9,178.0,79.0,1987-06-01,Argentina
346705,Mariano Gonzalez,M,,,14,7,7,568,1,0,1,0,0,0,0,0,13,5,20,177,760,8,15,20,31,0,10,8,2,0,Colon,7240,15,175.0,75.0,1981-05-05,Argentina
852269,Maximiliano Gonzalez,M,7243,Rosario Central,15,1,14,1225,1,0,0,1,1,0,1,0,12,4,4,369,1134,39,21,45,125,0,43,14,6,1,Tigre,8211,25,178.0,73.0,1994-03-12,Argentina
949405,Nicolas Gonzalez,F,7236,Argentinos Jrs.,24,2,22,1929,7,0,1,6,3,0,1,0,49,23,20,333,1674,13,28,22,61,0,31,62,5,0,Argentinos Jrs.,7236,19,180.0,67.0,1998-04-06,
725125,Sebastian Gorga,D,7817,Chacarita,2,1,1,99,0,0,0,0,0,0,0,0,0,0,0,37,144,0,2,5,27,0,1,0,0,0,,7245,,187.0,73.0,1994-04-06,Uruguay
748006,Francisco Grahl,M,19944,Atletico Tucuman,16,6,10,925,0,0,0,0,0,0,1,1,11,2,23,390,1175,38,25,35,69,0,21,7,5,1,San Martin de San Juan,8210,26,170.0,,1991-03-05,Argentina
825851,Fausto Grillo,D,7244,Velez Sarsfield,14,2,12,1092,0,0,0,0,0,0,0,0,8,2,7,397,1439,48,22,19,161,0,11,17,3,2,Velez Sarsfield,7244,6,181.0,78.0,1993-02-20,Argentina
356629,Leandro Grimi,D,7242,Racing Club,6,0,6,540,0,0,0,0,0,0,0,0,7,0,5,221,647,8,12,25,94,0,6,2,1,0,Newell's Old Boys,7239,,183.0,78.0,1985-02-09,Argentina
863215,Cristian Guanca,F,7240,Colon,24,5,19,1637,1,0,0,1,0,0,4,2,53,18,106,603,2315,33,32,32,59,0,17,11,3,0,Colon,7240,10,177.0,78.0,1993-03-27,Argentina
872441,Manuel Guanini,D,7241,Gimnasia LP,20,3,17,1611,0,0,0,0,0,0,0,0,14,4,5,519,1683,37,25,27,210,0,21,8,5,0,Gimnasia LP,7241,28,191.0,86.0,1996-02-14,Argentina
947329,Gabriel Gudino,M,7245,San Lorenzo,21,5,16,1250,2,0,0,2,1,0,1,1,19,5,41,208,1200,31,28,33,54,0,34,16,2,0,San Lorenzo,7245,8,172.0,67.0,1992-03-16,Argentina
589408,Mauro Guevgeozian,F,,,19,8,11,995,3,0,0,3,1,2,1,1,20,11,2,126,587,3,6,7,21,0,20,11,2,0,Gimnasia LP,7241,18,184.0,87.0,1986-05-10,Uruguay
976611,Tomas Guidara,D,7255,Belgrano,21,0,21,1880,0,0,0,0,0,0,0,0,14,4,44,697,2185,44,42,51,157,0,32,37,5,1,Belgrano,7255,4,173.0,68.0,1996-03-13,Argentina
1104036,Agustin Guiffrey,M,24791,Patronato,6,4,2,238,0,0,0,0,0,0,1,0,4,0,11,63,304,3,7,7,10,0,4,6,0,0,Patronato,24791,40,,,1997-11-03,
374501,Pablo Guinazu,M,26569,Talleres,23,0,23,2060,0,0,0,0,0,0,1,0,3,0,0,1393,3123,56,39,70,118,0,40,39,4,1,Talleres,26569,5,174.0,68.0,1978-08-26,Argentina
348657,Jonas Gutierrez,M,7249,Independiente,20,4,16,1429,0,0,0,0,0,0,1,1,5,0,27,543,1909,47,44,50,124,0,10,36,3,0,Defensa y Justicia,24786,23,183.0,83.0,1983-07-05,Argentina
1093384,Kevin Gutierrez,D,7242,Racing Club,2,0,2,180,0,0,0,0,0,0,0,0,3,0,3,94,279,6,4,2,6,0,3,3,0,0,Gimnasia LP,7241,24,168.0,65.0,1997-03-06,Argentina
551610,Marcelo Guzman,M,24791,Patronato,17,7,10,982,0,0,0,0,0,0,1,1,7,2,29,215,677,17,20,26,44,0,10,5,4,0,Patronato,24791,5,176.0,74.0,1985-02-16,Argentina
373701,Hernan Hechalar,F,19944,Atletico Tucuman,10,8,2,382,1,0,1,0,0,0,0,0,3,1,22,65,333,4,10,6,14,0,4,10,0,0,Atletico Tucuman,19944,16,173.0,73.0,1988-08-12,Argentina
895537,Fabian Henriquez,M,7254,Godoy Cruz,12,6,6,549,0,0,0,0,0,0,0,0,2,1,1,135,499,12,13,17,44,0,12,4,2,1,Godoy Cruz,7254,19,185.0,74.0,1995-06-08,Argentina
1075489,Agustin Heredia,D,7251,Boca Juniors,2,0,2,180,0,0,0,0,0,0,0,0,0,0,0,40,169,4,5,2,41,0,6,1,2,0,Boca Juniors,7251,21,192.0,88.0,1997-06-16,Argentina
826160,Leonardo Heredia,F,7240,Colon,10,7,3,318,0,0,0,0,0,0,0,0,6,1,6,98,417,9,4,5,11,0,2,1,0,0,Colon,7240,21,,,1996-10-11,Argentina
356836,German Herrera,F,7243,Rosario Central,18,9,9,772,5,0,2,3,1,0,0,0,20,10,27,149,830,0,6,4,7,0,26,14,9,0,Rosario Central,7243,17,173.0,83.0,1983-07-19,Argentina
720660,Marcelo Herrera,D,7238,Lanus,12,2,10,968,0,0,0,0,0,0,0,0,5,2,1,500,1430,12,18,16,128,0,19,6,7,0,Lanus,7238,2,185.0,78.0,1992-02-26,Argentina
747272,Ivo Hongn,F,8211,Tigre,3,1,2,153,0,0,0,0,0,0,0,0,2,0,2,17,99,0,2,2,3,0,3,3,1,0,Tigre,8211,18,,,1991-05-28,
1052406,Ignacio Huguenet,F,7239,Newell's Old Boys,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,Defensa y Justicia,24786,30,,,0,
949619,Nicolas Ibanez,F,7241,Gimnasia LP,10,4,6,558,2,0,1,1,0,0,0,0,20,7,3,93,316,4,4,3,7,0,10,2,0,0,,7239,9,179.0,75.0,1994-08-23,Argentina
844849,Andres Ibarguen,F,7242,Racing Club,11,4,7,653,3,0,0,3,1,0,2,0,13,6,38,217,1181,8,12,10,15,0,7,11,1,0,,7239,11,168.0,64.0,1992-05-07,Colombia
864352,Daniel Imperiale,M,8211,Tigre,12,8,4,421,0,0,0,0,0,0,0,0,3,1,15,96,403,3,8,9,27,0,4,5,3,0,Tigre,8211,24,190.0,80.0,1988-04-22,Argentina
462826,Juan Insaurralde,D,7251,Boca Juniors,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,2,0,0,0,0,0,Boca Juniors,7251,25,187.0,87.0,1984-10-03,Argentina
960811,Javier Iritier,M,8211,Tigre,9,6,3,363,1,0,0,1,1,0,0,0,7,2,23,136,654,2,6,10,12,0,6,14,1,0,Aldosivi,24783,18,179.0,73.0,1994-12-20,Argentina
696850,Lucas Janson,F,8211,Tigre,24,8,16,1465,3,0,2,1,0,0,3,0,50,21,26,443,1970,10,10,5,10,0,16,25,0,0,Tigre,8211,15,170.0,67.0,1994-08-16,Argentina
502493,Leonardo Jara,D,7251,Boca Juniors,22,2,20,1719,1,0,0,1,1,0,3,1,8,1,38,828,2280,37,44,55,173,0,12,17,2,0,Boca Juniors,7251,29,183.0,80.0,1991-05-20,Argentina
727697,Eric Jerez,D,7244,Velez Sarsfield,1,0,1,90,0,0,0,0,0,0,0,0,0,0,7,44,104,0,3,1,2,0,0,1,0,0,,7251,29,174.0,73.0,1994-08-20,Argentina
719415,Luis Jerez Silva,D,24786,Defensa y Justicia,12,8,4,486,0,0,0,0,0,0,0,0,9,2,1,212,660,18,13,12,55,0,14,7,3,0,Defensa y Justicia,24786,5,184.0,73.0,1989-02-20,Argentina
387624,Enzo Kalinski,M,7247,Banfield,11,0,11,939,1,0,1,0,0,0,1,1,11,5,11,341,1246,24,10,28,49,0,19,16,5,1,Banfield,7247,23,183.0,77.0,1987-03-10,Argentina
747659,Juan Kaprof,F,24786,Defensa y Justicia,14,8,6,682,3,0,1,2,2,1,4,1,15,6,8,223,754,8,6,8,14,0,18,13,0,1,Atletico Tucuman,19944,25,169.0,71.0,1995-03-12,Argentina
824036,Juan Cruz Komar,D,26569,Talleres,19,1,18,1639,0,0,0,0,0,0,0,0,6,2,1,719,2004,32,33,23,200,0,17,9,2,0,Talleres,26569,6,190.0,82.0,1996-08-13,Argentina
1075490,Gonzalo Lamardo,M,7251,Boca Juniors,1,1,0,22,0,0,0,0,0,0,0,0,1,0,1,9,25,0,1,0,0,0,1,0,0,0,Boca Juniors,7251,33,166.0,66.0,1997-04-25,Argentina
359231,Andres Lamas,D,19944,Atletico Tucuman,8,2,6,570,0,0,0,0,0,0,1,0,5,2,0,216,614,16,17,10,91,0,5,4,2,0,Atletico Tucuman,19944,39,188.0,82.0,1984-01-16,Uruguay
864089,Joaquin Laso,D,,,20,2,18,1617,0,0,0,0,0,0,0,0,3,1,5,765,2481,42,36,47,255,0,38,8,9,0,Velez Sarsfield,7244,6,185.0,79.0,1990-07-04,Argentina
881216,Carlo Lattanzio,F,7237,Estudiantes de La Plata,11,2,9,725,0,0,0,0,0,0,2,1,13,2,58,152,933,9,3,14,18,0,13,17,1,0,Estudiantes de La Plata,7237,30,,,1997-07-25,Argentina
910302,Santiago Lebus,M,24114,Union Santa Fe,4,3,1,136,0,0,0,0,0,0,0,0,7,3,7,43,184,2,8,4,6,0,4,0,0,0,Union Santa Fe,24114,19,180.0,73.0,1996-07-18,Argentina
370951,Pablo Ledesma,M,7240,Colon,17,4,13,1176,1,0,0,1,0,0,2,1,16,5,8,631,1836,37,25,43,73,0,28,33,4,0,Patronato,24791,27,178.0,79.0,1984-02-04,Argentina
884419,Jose Leguizamon,D,7243,Rosario Central,7,0,7,621,0,0,0,0,0,0,0,0,6,1,0,330,852,17,4,18,83,0,7,1,1,1,,24791,27,174.0,68.0,1991-08-23,Paraguay
908021,Nicolas Leguizamon,F,7240,Colon,13,6,7,662,1,0,0,1,1,0,1,0,11,5,7,103,442,4,4,8,16,0,19,5,3,0,Colon,7240,9,180.0,75.0,1995-01-26,Argentina
538004,Cristian Lema,D,7255,Belgrano,25,0,25,2250,8,0,4,4,3,2,2,1,39,17,7,772,2729,79,46,52,320,0,33,17,10,0,Belgrano,7255,6,190.0,90.0,1990-03-24,Argentina
695634,Damian Lemos,M,24791,Patronato,20,2,18,1556,0,0,0,0,0,0,0,0,2,0,6,608,1644,38,24,74,140,0,48,6,8,1,Patronato,24791,24,178.0,82.0,1989-01-31,Argentina
1073564,Leandro Lencinas,M,7254,Godoy Cruz,8,6,2,298,0,0,0,0,0,0,1,0,2,1,20,68,369,3,4,1,9,0,9,0,0,0,Godoy Cruz,7254,17,,,0,
1116457,Gabriel Lepe,M,8210,San Martin de San Juan,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,San Martin de San Juan,8210,41,,,1996-01-16,Argentina
649259,Federico Lertora,M,7255,Belgrano,21,1,20,1741,1,0,0,1,1,0,0,0,20,4,32,838,2563,41,36,61,139,0,37,31,8,0,Belgrano,7255,14,185.0,77.0,1990-07-05,Argentina
747248,Nery Leyes,M,,,20,3,17,1552,0,0,0,0,0,0,0,0,6,0,2,483,1332,53,32,47,121,0,20,9,7,0,Atletico Tucuman,19944,38,181.0,78.0,1989-09-05,Argentina
348633,Lucas Licht,D,7241,Gimnasia LP,18,4,14,1258,0,1,0,0,0,0,3,0,11,3,41,550,1600,19,23,32,88,0,15,10,1,0,Gimnasia LP,7241,25,174.0,72.0,1981-04-06,Argentina
1073440,Nicolas Linares,M,7247,Banfield,18,9,9,969,0,0,0,0,0,0,0,0,1,0,3,246,721,35,22,36,93,0,18,2,2,0,Banfield,7247,15,175.0,72.0,1996-03-04,Argentina
1097817,Andres Lioi,M,7243,Rosario Central,10,1,9,670,3,0,0,3,0,0,1,0,5,3,25,157,777,5,9,10,19,0,10,8,2,0,Rosario Central,7243,18,,,1997-03-07,Argentina
1100137,Gaston Lodico,M,7238,Lanus,14,4,10,863,1,0,0,1,0,0,1,0,14,7,42,450,1598,7,11,6,9,0,8,17,0,0,Lanus,7238,16,,,1998-05-28,Argentina
605821,Luciano Lollo,D,7250,River Plate,2,0,2,180,0,0,0,0,0,0,0,0,4,0,0,69,196,1,3,2,39,0,5,3,0,0,River Plate,7250,6,184.0,85.0,1987-03-29,Argentina
